phylum,class,order,family,genus
Patescibacteriota,Patescibacteriia,SBBC01,SBBC01,JACQPY01
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia
Bacteroidota_A,Rhodothermia,Balneolales,Balneolaceae,UBA7797
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Edaphobacter
Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Cloacimonadota,Cloacimonadia,Cloacimonadales,WRIO01,WRLO01
Schekmanbacteria,GWA2-38-11,GWA2-38-11,J061,J061
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Porcipelethomonas
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,ISDg
Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Bulleidia
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flagellimonas
Acidobacteriota,Terriglobia,Acidiferrales,UBA7541,QHYU01
Bacillota,Bacilli,MOL361,Turicibacteraceae,Turicibacter
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Eubacterium_B
Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Brotaphodocola
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,UBA2804
Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium
Bacillota,Clostridia,UBA1381,UBA1381,UMGS1958
Bacillota,Bacilli,ML615J-28,CAG-313,UBA1427
Patescibacteriota,Microgenomatia,Levybacterales,UBA12049,JACPGQ01
Desulfobacterota,Syntrophia,Syntrophales,Smithellaceae,Smithella
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Tolumonas
Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_A
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,QHXQ01
Patescibacteriota,Minisyncoccia,Moranbacterales,UBA2206,UBA8518
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodalaceae,UBA7388
Myxococcota_A,UBA9160,UBA9160,UBA6930,UBA6930
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Janthinobacterium
Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,JBGZFC01
Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Elizabethkingia
Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_C
Bacillota,Bacilli,Bacillales,Bacillaceae_H,Bacillus_AG
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas
Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Sedimenticola_A
Patescibacteriota,Minisyncoccia,UBA9973,UBA9973,UBA9973
Bacillota,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus_B
Bacillota,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus
Bacillota,Bacilli,Staphylococcales,Salinicoccaceae,Salinicoccus
Bacillota,Bacilli,Bacillales_B,DSM-18226,Bacillus_D
Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Coprenecus
Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Nocardia
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium
Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Saccharopolyspora
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Casimicrobiaceae,VBCG01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes
Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Algoriphagus
Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_E
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,AG41
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,UBA4720
Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,UBA964
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Sporofaciens
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter
Patescibacteriota,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Saccharimonas
Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,UBA1784
Pseudomonadota,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,UBA7326
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Metallibacterium
Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,JAJZFK01
Pseudomonadota,Alphaproteobacteria,Puniceispirillales,Puniceispirillaceae,UBA8309
Pseudomonadota,Gammaproteobacteria,DSM-19610,DSM-19610,Thiogranum
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,UBA5905
Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,Micavibrio_A
Pseudomonadota,Alphaproteobacteria,RF32,UBA3637,UBA3637
Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,FEN-1297
Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Sodaliphilus
Nitrospirota_A,Leptospirillia,Leptospirillales,Leptospirillaceae,Leptospirillum
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Gallionellaceae,CAITJF01
Bacillota,Clostridia,Lachnospirales,Bianqueaceae,CALWPV01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,RGIG4057
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea_A
Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Electrothrix
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,CAWUEX02
Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix
Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum
Bacillota,Clostridia,TANB77,CAG-508,RGIG8482
Bacillota,Clostridia,TANB77,CAG-508,UMGS1781
Planctomycetota,UBA1135,UBA1135,UBA1135,JABHIE01
Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,Fen-1258
Patescibacteriota,JAEDAM01,BD1-5,UBA2023,CAIVSN01
Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ginsengibacter
Verrucomicrobiota,Verrucomicrobiia,Limisphaerales,UBA8199,UBA8199
Bacteroidota,Bacteroidia,Palsa-965,Palsa-965,GCA-2737665
Pseudomonadota,Alphaproteobacteria,Pelagibacterales,AG-422-B15,AG-422-B15
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas
Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_D
Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Aminobacterium
Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Limisoma
Spirochaetota,Spirochaetia,Borreliales,Borreliaceae,Borrelia
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,DTU053
Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Gordonia
Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,CANHVK01
Omnitrophota,Koll11,Aquiviventales,Aquiviventaceae,SBAZ01
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae,UBA4421
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae,Alcanivorax
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Patiriisocius
Acidobacteriota,Vicinamibacteria,Marinacidobacterales,Marinacidobacteraceae,Marinacidobacterium
Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,JAIBJP01
Bdellovibrionota_G,JALEGL01,JALEGL01,JAGRMV01,JAGRMV01
Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Rufibacter
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Fimenecus
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Xenorhabdus
Cyanobacteriota,Cyanobacteriia,Thermosynechococcales,Thermosynechococcaceae,Thermosynechococcus
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomicrobium
Bacillota,Bacilli,Bacillales,Bacillaceae_H,Priestia
Bacillota,Bacilli,Bacillales_B,DSM-1321,Peribacillus
Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Marisediminicola
Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,GWC2-71-9,JBDGYW01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Chitinibacteraceae,Iodobacter
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga
Bacillota,Bacilli,Bacillales_A,Planococcaceae,Lysinibacillus
Bacteroidota,Bacteroidia,J057,J057,JALEFZ01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia
Actinomycetota,Actinomycetes,Actinomycetales,Bifidobacteriaceae,Galliscardovia
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium_E
Patescibacteriota,Patescibacteriia,PEXW01,PEXW01,CAIPSZ01
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter_A
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Tardiphaga
Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Rhodococcoides
Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter_C
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Raphidiopsis
Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinotignum
Methylomirabilota,Methylomirabilia,Rokubacteriales,CSP1-6,CAMLFJ01
Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CAIXZV01
Thermotogota,Thermotogae,Petrotogales,Kosmotogaceae,Mesotoga
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Eubacterium_R
Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,JACRCG01
Bacillota,Clostridia,Christensenellales,Aristaeellaceae,Aristaeella
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
Cyanobacteriota,Cyanobacteriia,PCC-6307,Cyanobiaceae,Synechococcus_D
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207
Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,UBA1732
Myxococcota,Polyangia,Polyangiales,SG8-38,GCA-2699025
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Casp-actino8
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter
Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio
Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Rothia
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,RUG11977
Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_C
Cyanobacteriota,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A
Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Colivicinus
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,UBA629
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,Hominimerdicola
Thermodesulfobiota,Thermodesulfobiia,Thermodesulfobiales,Thermodesulfobiaceae,Thermodesulfobium
Bacillota,Clostridia,Oscillospirales,Ruminococcaceae,CALXEN01
Chloroflexota,Anaerolineae,B4-G1,SLSP01,PWVB01
Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cacconaster
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,UMGS1279
Bacillota,Clostridia,Lachnospirales,CAG-274,CAG-274
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter
Bacillota,Bacilli,Erysipelotrichales,Coprobacillaceae,UBA3379
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Turicimonas
Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Daejeonella
Bacillota,Peptococcia,Peptococcales,Peptococcaceae,UBA7185
Nitrospinota,UBA9942,UBA9942,UBA9942,JACQQJ01
Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiodiazotropha
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Afifellaceae,DASWJZ01
Patescibacteriota,Patescibacteriia,Buchananbacterales,UBA6539,UBA6539
Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,CADEFQ01
Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter_B
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus
Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfosalsimonadaceae,SURF-3
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,JADCRZ01
Bacillota,Clostridia,Peptostreptococcales,Filifactoraceae,JAUNKE01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herbaspirillum
Chloroflexota,Anaerolineae,Anaerolineales,UBA11579,JAMCZK01
Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Humidesulfovibrio
Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JBCCFC01
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Commensalibacter
Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas
Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium
Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,CACIVM01
Actinomycetota,UBA4738,UBA4738,HRBIN12,AC-69
Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Pelethomonas
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae,SYFY01
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea
Pseudomonadota,Alphaproteobacteria,MPNO01,UBA2964,GCA-2709075
Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus
Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,UBA10450,AV40
Bacillota,Clostridia,Clostridiales,Clostridiaceae,Clostridium_H
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas
Pseudomonadota,Gammaproteobacteria,SAR86,AG-339-G14,AG-339-G14
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,RUG420
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,Caproicibacterium
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,CAG-303
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Ruminococcus_B
Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,M3007
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia_B
Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,REEB205
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinivibrio
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Duodenibacillus
Bacteroidota,Bacteroidia,Flavobacteriales,PHOS-HE28,PHOS-HE28
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,RGIG2206
Acidobacteriota,Thermoanaerobaculia,UBA5066,Gp7-AA6,JAWOLE01
Sysuimicrobiota,Sysuimicrobiia,Sysuimicrobiales,Humicultoraceae,Humicultor
Pseudomonadota,Gammaproteobacteria,DRJJ01,DRJJ01,DRJJ01
Bacillota,Clostridia,Tissierellales,Dethiosulfatibacteraceae,38-11
Bacillota,Clostridia,Oscillospirales,Acutalibacteraceae,UBA737
Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus
Patescibacteriota,Patescibacteriia,SG8-24,SG8-24,JAHJAU01
Vulcanimicrobiota,JACPDS01,JACPDS01,JACPDS01,JACPDS01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,UBA2942
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Zeimonas
Myxococcota,Polyangia,JAAYKL01,JAAYKL01,JALNZK01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax
SZUA-79,SZUA-79,Acidulodesulfobacterales,Acidulodesulfobacteraceae,Acidulodesulfobacterium_A
Spirochaetota,Spirochaetia,Sphaerochaetales,Sphaerochaetaceae,RUG023
Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfuricurvum
Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Aquipluma
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Suilimivivens
Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Litorimonas
Bacillota,Clostridia,Christensenellales,Borkfalkiaceae,UBA10281
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,JAWKWH01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rhodoferax
Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas
Patescibacteriota,Microgenomatia,GWA2-44-7,UBA8517,JAHJHG01
Actinomycetota,Actinomycetes,Nanopelagicales,Nanopelagicaceae,Planktophila
Patescibacteriota,Saccharimonadia,Saccharimonadales,UBA4665,JAJZWG01
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,JAOUJD01
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,SHVO01
Verrucomicrobiota,Lentisphaeria,Victivallales,UBA1829,RGIG5327
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas
Bacillota,Clostridia,DSM-8532,DSM-8532,DTU059
Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CATLTV01
Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Kaistella
Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Moheibacter
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
Bacillota,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Thiomonas
Bacillota,Dehalobacteriia,UBA4068,UBA4068,RGIG6518
Pseudomonadota,Gammaproteobacteria,Competibacterales,Competibacteraceae,RXIW01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudotabrizicola
Pseudomonadota,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella
Pseudomonadota,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer
Chloroflexota,Dehalococcoidia,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides
Actinomycetota,CADDZG01,JAHWKV01,JAOPZY01,JAOPZY01
Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Microcoleus
Bacillota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium
Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsidaceae,Gloeocapsopsis
Pseudomonadota,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax_A
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella
Bacillota,Bacilli,Bacillales_D,Alkalibacillaceae,Alkalibacillus
Bacillota,Bacilli,Mycoplasmatales,Metamycoplasmataceae,Mycoplasmopsis
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_B
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Hafnia
Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aequorivita
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,UBA1479
Desulfobacterota_D,UBA1144,UBA2774,CSP1-2,JALLOG01
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Aldehydirespiratoraceae,Aldehydirespirator
Bacillota,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,JANWJM01
Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Pollutibacter
Patescibacteriota,Patescibacteriia,Buchananbacterales,SURF-54,JAHIRB01
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sediminimonas
Planctomycetota,Planctomycetia,Pirellulales,UBA1268,QWPN01
Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Aquirufa
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,JAKADK01
Actinomycetota,Coriobacteriia,Coriobacteriales,QAMH01,W2P13-069
Bacillota,Bacilli,RF39,UBA660,CAKPEJ01
Bacillota,Clostridia,Oscillospirales,Oscillospiraceae,Scatomorpha
Chloroflexota,Ktedonobacteria,Ktedonobacterales,JADMIN01,JAKAIY01
Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Anaerotardibacter
Verrucomicrobiota,Kiritimatiellia,UBA8416,JAQBFJ01,JAQBFJ01
Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,JBBQSU01
Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Terrimesophilobacter
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Casp-actino5
Bacillota,Clostridia,Christensenellales,CAG-917,CAG-475
Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,DRQN01
Pseudomonadota,Alphaproteobacteria,RF32,CAG-977,CAG-977
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,VGEM01
Bacteroidota,Bacteroidia,Bacteroidales,TTA-H9,TTA-H9
Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter_A
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
Chloroflexota,Anaerolineae,J036,Brachytrichaceae,JAAFGM01
Actinomycetota,Actinomycetes,Nanopelagicales,Nanopelagicaceae,PALSA-747
Chloroflexota,Anaerolineae,UBA7937,UBA7937,UBA7937
Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Thiomonas_A
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Porcincola
Actinomycetota,Acidimicrobiia,Acidimicrobiales,CATQHL01,VXNF01
Chloroflexota,Anaerolineae,J036,Brachytrichaceae,AQU-03
Bacteroidota_A,Rhodothermia,Balneolales,Balneolaceae,SLK101
Acidobacteriota,Thermoanaerobaculia,Multivoradales,Multivoraceae,Multivorans
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Choladousia
Armatimonadota,Chthonomonadetes,Chthonomonadales,JAMCWF01,JAMCWF01
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
