phylum,class,order,family,genus
Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Dermabacter
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Subsaximicrobium
NA,Deltaproteobacteria,Bradymonadales,Lujinxingiaceae,Lujinxingia
Bacteroidota,Flavobacteriia,Flavobacteriales,Luteibaculaceae,Luteibaculum
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium
NA,Deltaproteobacteria,Bradymonadales,Bradymonadaceae,Persicimonas
NA,Deltaproteobacteria,Bradymonadales,Microvenatoraceae,Microvenator
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Candidatus Deianiraeaceae,Candidatus Deianiraea
Bacteroidota,Saprospiria,Saprospirales,Haliscomenobacteraceae,Phaeodactylibacter
Bacteroidota,Flavobacteriia,Flavobacteriales,Vicingaceae,Vicingus
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Brevifollis
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pararhodospirillum
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter
Bacillota,Bacilli,Bacillales,Bacillaceae,Halolactibacillus
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halovibrio
Deinococcota,Deinococci,Thermales,Thermaceae,Oceanithermus
Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Pseudoleptotrichia
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Bisbaumannia
Bacillota,Bacilli,Bacillales,Caryophanaceae,Rummeliibacillus
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Swaminathania
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Pistricoccus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Puniceibacterium
Cyanobacteriota,Cyanophyceae,Chroococcales,Halothecacae,Euhalothece
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Allorhodopirellula
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Symmachiella
Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Botrimarina
Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Pseudobythopirellula
Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Posidoniimonas
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Thalassoglobus
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Humibacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Qingshengfaniella
Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Leekyejoonella
Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Apibacter
Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Dulcicalothrix
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Aerolutibacter
Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Rudaeicoccus
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Marihabitans
Deferribacterota,Deferribacteres,Deferribacterales,Geovibrionaceae,Seleniivibrio
Actinomycetota,Actinomycetes,Streptosporangiales,Treboniaceae,Trebonia
Cyanobacteriota,Cyanophyceae,Pleurocapsales,Hyellaceae,Hyella
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rosistilla
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Aureliella
Planctomycetota,Planctomycetia,NA,NA,Saltatorellus
Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Lignipirellula
Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Pirellulimonas
Planctomycetota,Planctomycetia,NA,NA,Rohdeia
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Polystyrenella
Planctomycetota,Planctomycetia,NA,NA,Engelhardtia
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Mucisphaera
Planctomycetota,Planctomycetia,NA,NA,Kolteria
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Maioricimonas
Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Poriferisphaera
Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Urbifossiella
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Calycomorphotria
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Caulifigura
Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Stratiformator
Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Adhaeretor
Verrucomicrobiota,Opitutia,Opitutales,Opitutaceae,Rariglobus
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Fluviicola
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudoluteimonas
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhodoligotrophaceae,Rhodoligotrophos
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paroceanicella
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Glacieibacterium
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Exilibacterium
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Denitrobaculum
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Changchengzhania
Aquificota,Aquificia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Melghirimyces
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia
Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Humibacillus
Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Haloactinospora
Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Thermopolyspora
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Klugiella
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter
Actinomycetota,Actinomycetes,NA,NA,Halopolyspora
Actinomycetota,Actinomycetes,Micrococcales,Rarobacteraceae,Rarobacter
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propioniferax
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Oryzihumus
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Homoserinimonas
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Salinispora
Actinomycetota,Actinomycetes,Micrococcales,Dermacoccaceae,Yimella
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Lapillicoccus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Haloflavibacter
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Oecophyllibacter
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Swingsia
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Paucihalobacter
Candidatus Kryptoniota,NA,NA,NA,Candidatus Thermokryptus
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Litorilituus
Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sandaracinobacter
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Maribrevibacterium
Pseudomonadota,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Emcibacter
Pseudomonadota,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Paremcibacter
Campylobacterota,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Candidatus Methylopumilus
Actinomycetota,Actinomycetes,Micrococcales,Beutenbergiaceae,Miniimonas
Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotetracoccus
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesohalobacter
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aggregatimonas
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Arenibacterium
Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium
Pseudomonadota,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Luteithermobacter
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rhodoluna
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Lichenicoccus
Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus
Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Phragmitibacter
Bacillota,Culicoidibacteria,Culicoidibacterales,Culicoidibacteraceae,Culicoidibacter
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Haloimpatiens
Candidatus Saccharibacteria,Candidatus Saccharimonadia,Candidatus Nanosynbacterales,Candidatus Nanosynbacteraceae,Candidatus Nanosynbacter
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Jejubacter
Bacillota,Bacilli,Bacillales,Bacillaceae,Halalkalibacterium (ex Joshi et al. 2022)
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Gandjariella
Chloroflexota,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix
Cyanobacteriota,Cyanophyceae,Nodosilineales,Nodosilineaceae,Halomicronema
Thermodesulfobacteriota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfoglaeba
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudorhodobacter
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Ilyomonas
Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Segeticoccus
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phreatobacteraceae,Phreatobacter
Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Hankyongella
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pontimicrobium
Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Hydrocarboniclastica
Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Lampropedia
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pacificoceanicola
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cognatitamlana
Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Aliishimia
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Glaciibacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Ollibium
Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Pseudothauera
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Aliigemmobacter
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Onishia
Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Ningiella
Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Lepagella
Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Muricaecibacterium
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Petralouisia
Actinomycetota,Actinomycetes,Micrococcales,Beutenbergiaceae,Serinibacter
Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Natronospirillaceae,Natronospirillum
Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,Geotoga
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Crenalkalicoccus
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Mangrovimicrobium
Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Candidatus Macondimonas
Bacillota,Tissierellia,Tissierellales,Tissierellaceae,Soehngenia
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylotenera
Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Vitreimonas
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Zemynaea
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Muribacter
Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus
Bacillota,Bacilli,Bacillales,Bacillaceae,Filobacillus
Synergistota,Synergistia,Synergistales,Aminobacteriaceae,Aminivibrio
Pseudomonadota,Gammaproteobacteria,Thiohalomonadales,Thiohalophilaceae,Thiohalophilus
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Dinghuibacter
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Hypnocyclicus
Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Panacagrimonas
Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Pelagimonas
Pseudomonadota,Gammaproteobacteria,NA,NA,Halospina
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Fonticella
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Hydromonas
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mesocricetibacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Phaeovulum
Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Actinorugispora
Bacillota,Bacilli,Bacillales,Bacillaceae,Aureibacillus
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Aminicella
Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Labedaea
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Oharaeibacter
Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Enemella
Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus Thiosymbion
Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Candidatus Schmidhempelia
Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Acetilactobacillus
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Antarcticimicrobium
Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Sapientia
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Roseomonadaceae,Dankookia
Candidatus Cloacimonadota,Candidatus Cloacimonadia,Candidatus Cloacimonadales,Candidatus Cloacimonadaceae,Candidatus Syntrophosphaera
Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Arundinibacter
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Pseudocnuella
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfurirhabdus
Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Gulbenkiania
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Paralcaligenes
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Tepidamorphaceae,Tepidamorphus
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Aquabacter
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Anseongella
Bdellovibrionota,Oligoflexia,Oligoflexales,Pseudobacteriovoracaceae,Pseudobacteriovorax
Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidomonas
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Nicoletella
Bacillota,Clostridia,Peptostreptococcales,Thermotaleaceae,Marinisporobacter
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Actinocrispum
Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Natronoflexus
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Extibacter
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Rhodanobacteraceae,Pseudofulvimonas
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Biostraticola
Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Longibaculum
Bacillota,Bacilli,Bacillales,Bacillaceae,Melghiribacillus
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Testudinibacter
Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Samsonia
Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paucimonas
Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiobaca
Bacillota,Clostridia,Lachnospirales,Natranaerovirgaceae,Natranaerovirga
Verrucomicrobiota,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Hazenella
Bacillota,Bacilli,Bacillales,Thermoactinomycetaceae,Baia
Bacillota,Clostridia,Eubacteriales,Heliobacteriaceae,Heliophilum
Pseudomonadota,Alphaproteobacteria,Rhodothalassiales,Rhodothalassiaceae,Rhodothalassium
Pseudomonadota,Gammaproteobacteria,NA,Candidatus Competibacteraceae,Plasticicumulans
Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Thermolongibacillus
Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Cricetibacter
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Frisingicoccus
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Tamaricihabitans
Bacillota,NA,NA,NA,Hydrogenispora
Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Chromatocurvus
Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Acetobacteroides
Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Harryflintia
Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Anaerospora
Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Albibacterium
Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Acidipila
Aquificota,Aquificia,Desulfurobacteriales,Desulfurobacteriaceae,Phorcysia
Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thiogranum
Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Parasulfuritortus
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Ahrensiaceae,Roseitalea
Bacteroidota,Cytophagia,Cytophagales,Leadbetterellaceae,Jiulongibacter
Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Haematobacter
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Ancalomicrobiaceae,Siculibacillus
Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Phytopseudomonas
Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Lichenihabitantaceae,Lichenihabitans
Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuricystis
Actinomycetota,Nitriliruptoria,Egibacterales,Egibacteraceae,Egibacter
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Glaciihabitans
Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella
Bacillota,Clostridia,Eubacteriales,NA,Intestinimonas
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Senegalia
Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Bacilliculturomica
Actinomycetota,Nitriliruptoria,Egicoccales,Egicoccaceae,Egicoccus
Pseudomonadota,Gammaproteobacteria,NA,NA,Candidatus Nardonella
Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Pseudobacter
Pseudomonadota,Magnetococcia,Magnetococcales,Candidatus Magnetaquicoccaceae,Candidatus Magnetaquicoccus
Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Krasilnikovia
Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microterricola
Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Fluviicoccus
Pseudomonadota,Betaproteobacteria,Burkholderiales,NA,Rivibacter
Bacteroidota,Bacteroidia,Marinilabiliales,Marinifilaceae,Ancylomarina
Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Cuneatibacter
Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Cecembia
Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Herbihabitans
Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Xylanimonas
Pseudomonadota,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Finniella
Chloroflexota,Ktedonobacteria,Ktedonobacterales,Ktedonosporobacteraceae,Ktedonosporobacter
Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia
Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Pseudolysobacter
Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pollutimonas
Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Allopusillimonas
Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Brumimicrobium
Candidatus Saccharibacteria,Candidatus Nanosyncoccalia,Candidatus Nanogingivales,Candidatus Nanogingivalaceae,Candidatus Nanogingivalis
Mycoplasmatota,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Haploplasma
Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Haloactinopolyspora
Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Peristeroidobacter
Candidatus Saccharibacteria,Candidatus Nanoperiomorbia,Candidatus Nanoperiomorbales,Candidatus Nanoperiomorbaceae,Candidatus Nanoperiomorbus
Candidatus Saccharibacteria,Candidatus Nanosyncoccalia,Candidatus Nanosyncoccales,Candidatus Nanosyncoccaceae,Candidatus Nanosyncoccus
Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Anaerophilus
