accession_number,species_name,genus,resistance_status,mean_alig_score,mean_core_dist,n_pairs
GCF_000025925.1,Xylanibacter ruminicola,Xylanibacter,0,2946.9329833984375,0.5,6
GCF_002019665.1,Sutcliffiella halmapala,Sutcliffiella,0,3055.9520670572915,0.4444444444444444,36
GCF_000025945.1,Desulfotalea psychrophila,Desulfotalea,5,3001.5568731398807,0,21
GCF_000025965.1,Aromatoleum aromaticum,Aromatoleum,0,3047.933349609375,0,6
GCF_002019695.1,Evansella clarkii,Evansella,0,3100.066153390067,0,28
GCF_002019705.1,Shouchella patagoniensis,Shouchella,0,3056.4324776785716,0,21
GCF_000026085.1,Pseudoalteromonas translucida,Pseudoalteromonas,0,3015.5113661024307,0,36
GCF_002019735.1,Salipaludibacillus agaradhaerens,Salipaludibacillus,7,3098.6473214285716,0,21
GCF_000026105.1,Pseudomonas entomophila,Pseudomonas,0,3043.6999860491073,0,21
GCF_000026745.1,Streptococcus suis,Streptococcus,4,3069.73193359375,0,6
GCF_000027145.1,Listeria seeligeri,Listeria,0,3062.25673828125,0,15
GCF_000060345.1,Christiangramia forsetii,Christiangramia,0,3022.862548828125,0,3
GCF_000062885.1,Saccharopolyspora erythraea,Saccharopolyspora,0,3007.267822265625,0,6
GCF_002019795.1,Alkalihalobacterium alkalicellulosilyticum,Alkalihalobacterium,0,3056.19560546875,0,45
GCF_000067165.1,Sorangium cellulosum,Sorangium,1,3078.5859375,0,6
GCF_000067205.1,Bordetella petrii,Bordetella,0,3034.0615234375,0,3
GCF_000069785.1,Cupriavidus taiwanensis,Cupriavidus,0,3020.28173828125,0,3
GCF_002021755.1,Vibrio owensii,Vibrio,1,2989.168391927083,1.5333333333333334,15
GCF_002026305.1,Vagococcus martis,Vagococcus,0,3067.4826171875,0.8,10
GCF_000069965.1,Proteus mirabilis,Proteus,0,3045.833054315476,0,21
GCF_000091125.1,Sphingobium indicum,Sphingobium,0,2925.8515625,0,3
GCF_002028325.1,Pseudomonas veronii,Pseudomonas,0,3018.033154296875,0,15
GCF_002043005.1,Martelella mediterranea,Martelella,0,2929.031982421875,0,1
GCF_002056295.1,Halopseudomonas phragmitis,Halopseudomonas,0,3045.95166015625,0,3
GCF_000091305.1,Streptomyces scabiei,Streptomyces,0,3010.872314453125,0.3333333333333333,15
GCF_002056725.1,Comamonas kerstersii,Comamonas,5,3034.0615234375,0,10
GCF_002057455.1,Actinomadura parvosata,Actinomadura,0,2979.886767578125,0,10
GCF_002067135.1,Spirosoma rigui,Spirosoma,0,2981.2472330729165,0,3
GCF_002072065.1,Geobacillus thermodenitrificans,Geobacillus,0,3042.6351399739583,1.1333333333333333,45
GCF_002072955.1,Methyloprofundus sedimenti,Methyloprofundus,0,2826.4456380208335,0.6666666666666666,3
GCF_002073255.2,Pasteurella multocida,Pasteurella,0,3055.860107421875,0,15
GCF_002073495.2,Leptospira interrogans,Leptospira,0,2990.46435546875,0,1
GCF_002074155.1,Clostridium argentinense,Clostridium,2,2990.556396484375,0,1
GCF_002075085.1,bacterium endosymbiont of Pedicinus badii,bacterium,4,3125.21923828125,0,6
GCF_000091325.1,Shewanella violacea,Shewanella,0,3043.2408594823146,0.14285714285714285,91
GCF_000091545.1,Thermus thermophilus,Thermus,2,3010.28125,0,1
GCF_000091785.1,Legionella longbeachae,Legionella,0,3050.629435221354,0.6666666666666666,6
GCF_000092025.1,Agrobacterium fabrum,Agrobacterium,0,2942.90380859375,0,6
GCF_000092045.1,Rhizobium etli,Rhizobium,0,2934.97705078125,0,3
GCF_000092105.1,Planctopirus limnophila,Planctopirus,2,3043.969970703125,0,1
GCF_000092125.1,Allomeiothermus silvanus,Allomeiothermus,0,2958.75732421875,0,1
GCF_000092225.1,Tsukamurella paurometabola,Tsukamurella,2,3010.28125,0,1
GCF_002075795.1,Shewanella japonica,Shewanella,2,3017.2501220703125,0.25,28
GCF_000092245.1,Arcobacter nitrofigilis,Arcobacter,4,2995.81005859375,0,6
GCF_000092645.1,Thermobispora bispora,Thermobispora,0,2417.7086181640625,27.833333333333332,6
GCF_000092865.1,Cellulomonas flavigena,Cellulomonas,2,2996.501708984375,2,1
GCF_002076895.1,Cognaticolwellia beringensis,Cognaticolwellia,0,3053.39892578125,0,15
GCF_002077135.1,Metallibacterium scheffleri,Metallibacterium,0,3049.9150390625,0,1
GCF_002080125.1,Moraxella catarrhalis,Moraxella,4,3032.079833984375,0,6
GCF_000092885.1,Paraburkholderia atlantica,Paraburkholderia,0,3038.02490234375,0,15
GCF_000092905.1,Kyrpidia tusciae,Kyrpidia,5,2993.43447265625,0.6,10
GCF_000092965.1,Thermoanaerobacter mathranii,Thermoanaerobacter,0,2853.10791015625,0,6
GCF_000093025.1,Methylotenera versatilis,Methylotenera,0,3047.933349609375,0,3
GCF_000093065.1,Candidatus Riesia pediculicola,Candidatus,2,3091.530517578125,0,1
GCF_000093085.1,Salisediminibacterium selenitireducens,Salisediminibacterium,0,3092.6429268973216,0,21
GCF_000143085.1,Nitrosococcus watsonii,Nitrosococcus,2,3046.043701171875,0,1
GCF_000144405.1,Prevotella melaninogenica,Prevotella,4,3028.8076171875,0,6
GCF_000144605.1,Brevundimonas subvibrioides,Brevundimonas,0,2895.34326171875,0,1
GCF_002080475.1,Clostridium formicaceticum,Clostridium,0,3025.7751908735795,0,55
GCF_000144695.1,Acetohalobium arabaticum,Acetohalobium,0,3042.7994140625,0,10
GCF_002081995.1,Sporosarcina ureae,Sporosarcina,0,3040.2134602864585,0,6
GCF_000145215.1,Caldicellulosiruptor obsidiansis,Caldicellulosiruptor,0,2822.92236328125,1,1
GCF_002085925.2,Thioclava electrotropha,Thioclava,0,2872.5435384114585,0.6666666666666666,3
GCF_000145235.1,Micromonospora aurantiaca (nom. illeg.),Micromonospora,0,2991.7003580729165,0,3
GCF_002093115.1,Geothermobacter hydrogeniphilus,Geothermobacter,0,3083.64990234375,1,1
GCF_002096055.1,Cnuibacter physcomitrellae,Cnuibacter,2,3022.17138671875,0,1
GCF_002097535.1,Halobacillus mangrovi,Halobacillus,7,3083.9062151227677,0,21
GCF_000145275.1,Clostridium cellulovorans,Clostridium,0,2995.787163628472,0,36
GCF_000146065.2,Candidatus Cloacimonas acidaminovorans,Candidatus,0,3143.23828125,0,1
GCF_002101395.1,Pantoea alhagi,Pantoea,0,3036.3455984933034,0,21
GCF_002105195.1,Derxia lacustris,Derxia,3,3034.0615234375,0,3
GCF_002105555.1,Paracoccus contaminans,Paracoccus,0,2891.3798828125,0,1
GCF_002117005.1,Sedimentisphaera salicampi,Sedimentisphaera,0,3021.6640625,0,3
GCF_002117085.1,Nonlabens tegetincola,Nonlabens,3,3024.153076171875,0,3
GCF_002117105.1,Oceanicoccus sagamiensis,Oceanicoccus,0,3043.969970703125,0,1
GCF_002117125.1,Nonlabens spongiae,Nonlabens,2,3024.153076171875,0,1
GCF_002117145.1,Candidatus Nucleicultrix amoebiphila,Candidatus,0,2946.8671875,0,1
GCF_002117445.1,Ketogulonicigenium robustum,Ketogulonicigenium,0,2899.306640625,0,15
GCF_000146165.2,Shewanella oneidensis,Shewanella,0,3046.4583875868057,0,36
GCF_002119805.1,Macrococcoides canis,Macrococcoides,0,3076.488037109375,0,10
GCF_000146185.1,Lachnospira eligens,Lachnospira,1,2948.8658935546873,1.2,10
GCF_002139825.2,Campylobacter vicugnae,Campylobacter,0,2991.1556803385415,0,3
GCF_000147335.1,Gloeothece verrucosa,Gloeothece,0,2902.2550455729165,0,3
GCF_002139935.1,Campylobacter lanienae,Campylobacter,0,2996.409423828125,0,3
GCF_000147695.2,Thermoanaerobacter wiegelii,Thermoanaerobacter,2,2876.96923828125,1.5,6
GCF_002140715.2,Candidatus Enterococcus mansonii,Candidatus,0,3085.6314697265625,0,6
GCF_002140915.1,Candidatus Enterococcus testudinis,Candidatus,0,3083.649658203125,0,1
GCF_002140975.2,Candidatus Enterococcus clewellii,Candidatus,0,3083.649658203125,0,6
GCF_000152245.2,Eubacterium callanderi,Eubacterium,0,3015.461181640625,0,10
GCF_000153125.2,Congregibacter litoralis,Congregibacter,0,3040.006591796875,0,1
GCF_000153185.1,Reinekea blandensis,Reinekea,0,2976.255615234375,2,1
GCF_000153225.1,Polaribacter irgensii,Polaribacter,0,3008.299560546875,0,1
GCF_002141365.2,Candidatus Enterococcus palustris,Candidatus,0,3093.51220703125,0,6
GCF_000153305.1,Oceanicola granulosus,Oceanicola,0,2899.306640625,0,6
GCF_002148425.2,Candidatus Enterococcus lemimoniae,Candidatus,4,3083.00439453125,0,6
GCF_002149925.1,Thioflexithrix psekupsensis,Thioflexithrix,0,2984.136474609375,2,1
GCF_000153465.1,Aurantimonas manganoxydans,Aurantimonas,0,2930.95947265625,0.6666666666666666,3
GCF_000153705.1,Fulvimarina pelagi,Fulvimarina,0,2899.097900390625,2,1
GCF_000153765.1,Mariprofundus ferrooxydans,Mariprofundus,0,3043.969970703125,0,1
GCF_000154285.1,Amedibacillus dolichus,Amedibacillus,0,3051.896728515625,0,1
GCF_002155145.1,Kushneria konosiri,Kushneria,0,3043.969970703125,0,6
GCF_002155265.1,Corynebacterium pseudotuberculosis,Corynebacterium,0,3012.262939453125,0,6
GCF_000154385.1,Faecalibacterium prausnitzii,Faecalibacterium,0,2871.259065755208,0.8666666666666667,15
GCF_000154525.1,Bacteroides stercoris,Bacteroides,1,2663.7841796875,3,1
GCF_000154705.2,Hoeflea phototrophica,Hoeflea,0,2946.8671875,0,1
GCF_002156385.1,Halalkalibacter urbisdiaboli,Halalkalibacter,2,2904.40771484375,0,10
GCF_000154725.1,Kordia algicida,Kordia,0,2995.064208984375,0.6666666666666666,3
GCF_000155955.1,Mitsuokella multacida,Mitsuokella,0,3022.585693359375,1,1
GCF_000157355.2,Enterococcus casseliflavus,Enterococcus,0,3078.51572265625,0,10
GCF_002156545.1,Pseudoalteromonas ulvae,Pseudoalteromonas,0,2306.288118489583,0,15
GCF_000158095.2,Roseibium alexandrii,Roseibium,0,2938.9404296875,0,3
GCF_000160035.2,Catonella morbi,Catonella,0,2971.7067057291665,2,3
GCF_000160055.1,Dialister invisus,Dialister,2,3077.84228515625,0,1
GCF_002157165.1,Acidovorax carolinensis,Acidovorax,0,3006.5016276041665,0.6666666666666666,6
GCF_002157465.1,Butyricicoccus porcorum,Butyricicoccus,0,2982.12939453125,3,6
GCF_000163895.2,Filifactor alocis,Filifactor,0,3006.5247802734375,1.5,6
GCF_000164675.2,Streptococcus parasanguinis,Streptococcus,0,3067.750244140625,0,6
GCF_002157735.2,Vibrio aphrogenes,Vibrio,0,3048.8351004464284,0,21
GCF_002157835.1,Mycobacterium dioxanotrophicus,Mycobacterium,0,2948.337158203125,0,3
GCF_000165505.1,Ilyobacter polytropus,Ilyobacter,0,2998.880196707589,0,28
GCF_000165715.2,Rubinisphaera brasiliensis,Rubinisphaera,2,2972.629150390625,0,1
GCF_000165795.1,Aminomonas paucivorans,Aminomonas,0,3014.9359537760415,0,3
GCF_000166275.1,Algoriphagus machipongonensis,Algoriphagus,2,3000.3179524739585,0,3
GCF_000166335.1,Caldicellulosiruptor owensensis,Caldicellulosiruptor,0,3060.5146484375,0,3
GCF_000166415.1,Halanaerobium hydrogeniformans,Halanaerobium,0,3046.5380859375,0,6
GCF_002157855.1,Sutcliffiella horikoshii,Sutcliffiella,0,3058.2267020089284,0,28
GCF_000166695.1,Caldicellulosiruptor acetigenus,Caldicellulosiruptor,0,3044.061767578125,0,3
GCF_000166775.1,Caldicellulosiruptor kronotskyensis,Caldicellulosiruptor,0,2995.985595703125,0.6666666666666666,3
GCF_000168975.1,Roseibium aggregatum,Roseibium,0,2938.9404296875,0,3
GCF_002157875.1,Oceanisphaera avium,Oceanisphaera,0,3002.7437046595983,0.25,28
GCF_000169155.1,Thermosinus carboxydivorans,Thermosinus,0,2844.1115838913693,1.2380952380952381,21
GCF_000169175.1,Microscilla marina,Microscilla,0,2972.629150390625,0,3
GCF_000169255.2,Pseudoflavonifractor capillosus,Pseudoflavonifractor,1,2763.904296875,0,1
GCF_000169535.1,Ureaplasma urealyticum,Ureaplasma,0,2982.629638671875,0,1
GCF_000170755.1,Lentisphaera araneosa,Lentisphaera,0,2984.4956868489585,0.6666666666666666,3
GCF_000172975.1,Dethiosulfovibrio peptidovorans,Dethiosulfovibrio,5,3027.351318359375,0,10
GCF_002157895.1,Oceanisphaera profunda,Oceanisphaera,0,2975.738612583705,0,28
GCF_000173615.1,Sulfurihydrogenibium yellowstonense,Sulfurihydrogenibium,0,3009.56201171875,0,10
GCF_000174435.1,Desulfonatronospira thiodismutans,Desulfonatronospira,2,2583.181396484375,0,1
GCF_002158865.1,Comamonas serinivorans,Comamonas,0,3038.02490234375,0,6
GCF_000175215.2,Asticcacaulis excentricus,Asticcacaulis,0,2895.34326171875,0,3
GCF_002162115.2,Corynebacterium silvaticum,Corynebacterium,0,3014.24462890625,0,6
GCF_000175295.2,Thermoanaerobacter brockii,Thermoanaerobacter,3,2341.6425170898438,3,6
GCF_000176035.2,Mesorhizobium opportunistum,Mesorhizobium,0,2942.90380859375,0,1
GCF_000176855.2,Paracidovorax avenae,Paracidovorax,0,3024.8444010416665,0,3
GCF_000176915.2,Pseudodesulfovibrio aespoeensis,Pseudodesulfovibrio,2,3067.796142578125,0,1
GCF_000177215.2,Solidesulfovibrio carbinoliphilus,Solidesulfovibrio,3,3064.4781901041665,0,3
GCF_000177235.2,Evansella cellulosilytica,Evansella,0,3056.9288519965276,0.2,45
GCF_000177535.2,Corynebacterium resistens,Corynebacterium,1,2306.7848307291665,0,3
GCF_000178835.2,Cellulosilyticum lentocellum,Cellulosilyticum,7,2842.5617838541666,0.6,45
GCF_000178855.1,Ktedonobacter racemifer,Ktedonobacter,8,2888.7840837751114,1.0357142857142858,28
GCF_000179595.2,Acetivibrio cellulolyticus,Acetivibrio,0,2970.785400390625,0,1
GCF_000179615.1,Paenibacillus curdlanolyticus,Paenibacillus,9,3049.199755859375,0,45
GCF_000183135.1,Paludibacter propionicigenes,Paludibacter,0,3028.116455078125,0,3
GCF_000183365.1,Mycoplasma leachii,Mycoplasma,2,3002.446533203125,0,1
GCF_000183385.1,Mycoplasmopsis bovis,Mycoplasmopsis,0,2976.73046875,0,1
GCF_000183405.1,Calditerrivibrio nitroreducens,Calditerrivibrio,2,3063.832763671875,0,1
GCF_000183425.1,Marivirga tractuosa,Marivirga,0,3014.24462890625,0,1
GCF_000183665.1,Candidatus Liberibacter solanacearum,Candidatus,0,2913.54638671875,2,1
GCF_000185705.2,Bilophila wadsworthia,Bilophila,0,3068.44140625,0,6
GCF_000185805.1,Thermovibrio ammonificans,Thermovibrio,0,3127.984375,1.3333333333333333,3
GCF_000186005.1,Mycoplasmopsis fermentans,Mycoplasmopsis,2,2990.510498046875,0,1
GCF_000186225.1,Bacteroides helcogenes,Bacteroides,0,2916.9844563802085,0.5,6
GCF_000186245.1,Nitratifractor salsuginis,Nitratifractor,0,3006.31787109375,0,1
GCF_000186265.1,Cellulophaga algicola,Cellulophaga,0,2996.0958984375,0,10
GCF_000186345.1,Isosphaera pallida,Isosphaera,3,3008.8753255208335,0.6666666666666666,3
GCF_000186885.1,Desulfobulbus propionicus,Desulfobulbus,0,3087.567138671875,0,1
GCF_000187935.1,Streptococcus parauberis,Streptococcus,5,3056.2513671875,0.4,10
GCF_000188015.2,Streptococcus ictaluri,Streptococcus,3,3059.2242838541665,0,3
GCF_000190575.1,Phocaeicola salanitronis,Phocaeicola,1,2853.9210611979165,0.6666666666666666,3
GCF_000190635.1,Syntrophobotulus glycolicus,Syntrophobotulus,0,3103.420654296875,0,3
GCF_000190735.1,Pseudopedobacter saltans,Pseudopedobacter,0,3024.84423828125,0,6
GCF_000190755.2,Methylobacter tundripaludum,Methylobacter,0,3041.98828125,0,1
GCF_000192745.1,Polymorphum gilvum,Polymorphum,0,2938.9404296875,0,1
GCF_000194135.1,Hippea maritima,Hippea,2,3285.736083984375,0,1
GCF_000195335.1,Marinithermus hydrothermalis,Marinithermus,0,3030.09814453125,0,3
GCF_000195555.1,Francisella hispaniensis,Francisella,0,3022.862548828125,0,3
GCF_000195975.1,Parasynechococcus marenigrum,Parasynechococcus,0,2908.960205078125,0,1
GCF_000196035.1,Listeria monocytogenes,Listeria,0,2905.662841796875,0,15
GCF_000196175.1,Bdellovibrio bacteriovorus,Bdellovibrio,0,3000.372802734375,0,1
GCF_000196435.1,Bartonella tribocorum,Bartonella,0,2952.812255859375,0,1
GCF_000196455.1,Acetoanaerobium sticklandii,Acetoanaerobium,1,2614.594970703125,0,3
GCF_000196475.1,Photorhabdus asymbiotica,Photorhabdus,0,3057.301827566964,0,21
GCF_000196495.1,Aliivibrio salmonicida,Aliivibrio,0,3029.7033247514205,0.803030303030303,66
GCF_000196555.1,Bifidobacterium longum,Bifidobacterium,0,3018.2310791015625,0,6
GCF_000196675.2,Pseudonocardia dioxanivorans,Pseudonocardia,0,3012.262939453125,0,3
GCF_000196795.1,Acinetobacter oleivorans,Acinetobacter,0,3006.6421712239585,3,15
GCF_000197735.1,Glutamicibacter arilaitensis,Glutamicibacter,0,3021.5262044270835,0,15
GCF_000204645.1,Alicycliphilus denitrificans,Alicycliphilus,0,3030.09814453125,0,3
GCF_000208385.1,Parasphaerochaeta coccoides,Parasphaerochaeta,0,3031.48046875,0,3
GCF_000208405.1,Selenomonas sputigena,Selenomonas,0,3054.0392252604165,0,6
GCF_000210915.2,Halobacteriovorax marinus,Halobacteriovorax,0,3085.58544921875,0,1
GCF_000212375.1,Porphyromonas asaccharolytica,Porphyromonas,0,3030.09814453125,0,1
GCF_000212395.1,Thermodesulfobium narugense,Thermodesulfobium,2,3012.262939453125,0,1
GCF_000212415.1,Treponema brennaborense,Treponema,2,3045.5435791015625,0,6
GCF_000212675.2,Desulfocurvibacter africanus,Desulfocurvibacter,0,3073.6953125,0,3
GCF_000213235.1,Tepidanaerobacter acetatoxydans,Tepidanaerobacter,0,2957.14306640625,1,1
GCF_000213255.1,Mahella australiensis,Mahella,0,3030.0743815104165,0,3
GCF_000213655.1,Alteromonas naphthalenivorans,Alteromonas,0,3012.958984375,0,6
GCF_000214155.1,Mycolicibacter sinensis,Mycolicibacter,2,3040.006591796875,0,1
GCF_000214175.1,Hoyosella subflava,Hoyosella,0,2990.3553059895835,0,3
GCF_000214235.1,Serratia plymuthica,Serratia,0,3053.6084333147323,0,21
GCF_000214275.2,Methylomicrobium album,Methylomicrobium,0,3034.107421875,0,1
GCF_000214435.1,Desulfotomaculum nigrificans,Desulfotomaculum,6,2990.070100911458,0.8666666666666667,15
GCF_000214705.1,Desulfofundulus kuznetsovii,Desulfofundulus,2,2251.19384765625,0,1
GCF_000215085.1,Desulforamulus ruminis,Desulforamulus,1,3020.1756103515627,0.4,10
GCF_000217655.1,Treponema paraluiscuniculi,Treponema,0,3069.73193359375,0,1
GCF_000218235.1,Hallella multisaccharivorax,Hallella,0,2972.9012858072915,0.6666666666666666,3
GCF_000218625.1,Flexistipes sinusarabici,Flexistipes,0,3077.65869140625,0,1
GCF_000218855.1,Clostridium acetobutylicum,Clostridium,0,2969.9838334517044,0,55
GCF_000219045.1,Francisella salina,Francisella,0,3030.6732584635415,0,3
GCF_000219215.1,Cupriavidus necator,Cupriavidus,0,3029.738525390625,0,10
GCF_000219725.1,Gracilinema caldarium,Gracilinema,0,3042.080322265625,0,1
GCF_000220705.2,Streptomyces xinghaiensis,Streptomyces,4,3014.837353515625,0,15
GCF_000220945.1,Amycolatopsis mediterranei,Amycolatopsis,4,2997.123819986979,0.6666666666666666,6
GCF_000221025.1,Acidithiobacillus caldus,Acidithiobacillus,0,3049.9150390625,0,1
GCF_000222485.1,Cyclobacterium marinum,Cyclobacterium,0,3014.9359537760415,0,3
GCF_000222975.1,Yersinia pestis,Yersinia,0,3049.9610188802085,0,15
GCF_000224005.2,Marichromatium purpuratum,Marichromatium,0,3028.116455078125,0,3
GCF_000224785.1,Lentibacillus jeotgali,Lentibacillus,0,3098.166748046875,0,6
GCF_000224985.1,Ligilactobacillus ruminis,Ligilactobacillus,0,3071.2064615885415,0.9333333333333333,15
GCF_000225825.1,Brachybacterium squillarum,Brachybacterium,0,3006.36376953125,0,1
GCF_002162355.1,Tumebacillus avium,Tumebacillus,1,2994.3750476655505,0.5238095238095238,630
GCF_000226625.1,Taylorella asinigenitalis,Taylorella,0,3059.823486328125,0,3
GCF_000227745.2,Thiocystis violascens,Thiocystis,0,3030.09814453125,0,3
GCF_000230995.2,Mesorhizobium australicum,Mesorhizobium,0,2942.90380859375,0,1
GCF_000231385.2,Desulfosporosinus meridiei,Desulfosporosinus,2,3075.861328125,1,1
GCF_002162375.1,Oleiphilus messinensis,Oleiphilus,0,3032.079833984375,0,10
GCF_002163585.1,Tatumella citrea,Tatumella,0,3055.860107421875,0,21
GCF_000231405.2,Desulfitobacterium metallireducens,Desulfitobacterium,8,3088.4851684570312,0.25,28
GCF_000233595.1,Pantoea ananatis,Pantoea,0,3055.860107421875,0,1
GCF_002174455.2,Candidatus Enterococcus dunnyi,Candidatus,0,3083.6497802734375,0.5,6
GCF_000233695.2,Desulfobacter postgatei,Desulfobacter,0,3078.5859375,0.5,6
GCF_000233715.2,Desulfoscipio gibsoniae,Desulfoscipio,0,2715.9197998046875,3.2,10
GCF_002192415.1,Paenibacillus donghaensis,Paenibacillus,0,3049.038669162326,0,36
GCF_002197645.1,Enterococcus wangshanyuanii,Enterococcus,0,3083.6497802734375,0,6
GCF_002201795.1,Alkalitalea saponilacus,Alkalitalea,0,2937.392333984375,0,6
GCF_002205635.1,Sphingopyxis witflariensis,Sphingopyxis,0,2950.83056640625,0,1
GCF_002208825.2,Brevundimonas vesicularis,Brevundimonas,0,2895.34326171875,0,1
GCF_000235585.1,Paenibacillus terrae,Paenibacillus,0,3047.241204155816,0.2222222222222222,36
GCF_002209445.1,Capnocytophaga endodontalis,Capnocytophaga,0,2939.284871419271,0,6
GCF_002211785.1,Francisella halioticida,Francisella,0,3040.006591796875,0,3
GCF_002214645.1,Diaphorobacter nitroreducens,Diaphorobacter,0,3030.09814453125,0,3
GCF_002215215.1,Granulosicoccus antarcticus,Granulosicoccus,0,3051.2976888020835,1.3333333333333333,3
GCF_000235605.1,Desulfosporosinus orientis,Desulfosporosinus,5,2980.6034016927083,0,15
GCF_000236165.1,Fluoribacter dumoffii,Fluoribacter,0,3047.933349609375,0,1
GCF_000236665.1,Azospira oryzae,Azospira,0,3051.896728515625,0,1
GCF_002216145.1,Neisseria chenwenguii,Neisseria,0,3053.87841796875,0,6
GCF_000236925.1,Staphylococcus argenteus,Staphylococcus,0,3059.9154052734375,0,6
GCF_000237085.1,Acetivibrio clariflavus,Acetivibrio,0,3259.3289388020835,0,15
GCF_002216775.1,Virgibacillus phasianinus,Virgibacillus,0,3099.6678641183034,0,21
GCF_000237825.1,Thermanaerovibrio velox,Thermanaerovibrio,3,3014.935791015625,0,3
GCF_000238255.3,Pseudoalteromonas spongiae,Pseudoalteromonas,0,3024.5148577008927,0,21
GCF_002216855.1,Paraphotobacterium marinum,Paraphotobacterium,1,3044.8656412760415,0,36
GCF_000238275.3,Pseudoalteromonas undina,Pseudoalteromonas,0,2968.3289388020835,0.3333333333333333,15
